date_start,account_name,campaign_id,campaign_name,country,impressions,inline_link_clicks,spend,action_source,actions_purchase,action_values_purchase,currency
2026-07-06,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,50724,638,227.61,website_pixel,4.22,284.45,USD
2026-07-06,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,50724,638,227.61,conversions_api,5.1,385.55,USD
2026-07-06,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,18636,215,69.41,website_pixel,1.7,109.44,USD
2026-07-06,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,18636,215,69.41,conversions_api,2.03,155.97,USD
2026-07-06,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,11936,302,121.11,website_pixel,10.92,905.45,USD
2026-07-06,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,11936,302,121.11,conversions_api,12.65,988.69,USD
2026-07-06,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,64927,901,231.8,website_pixel,7.61,720.44,USD
2026-07-06,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,64927,901,231.8,conversions_api,9.05,697.64,USD
2026-07-06,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8606,264,93.17,website_pixel,9.94,869.02,USD
2026-07-06,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8606,264,93.17,conversions_api,11.63,954.19,USD
2026-07-06,Volt & Co,23874120558830977,VC | Prospecting | US,US,71166,974,424.73,website_pixel,7.52,381.95,USD
2026-07-06,Volt & Co,23874120558830977,VC | Prospecting | US,US,71166,974,424.73,conversions_api,9.44,503.48,USD
2026-07-06,Volt & Co,23874120558831044,VC | Retargeting | US,US,14273,418,172.11,website_pixel,14.3,897.88,USD
2026-07-06,Volt & Co,23874120558831044,VC | Retargeting | US,US,14273,418,172.11,conversions_api,16.78,894.82,USD
2026-07-07,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,46261,439,142.77,website_pixel,3.05,220.14,USD
2026-07-07,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,46261,439,142.77,conversions_api,3.76,265.47,USD
2026-07-07,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,14304,166,46.56,website_pixel,1.2,83.05,USD
2026-07-07,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,14304,166,46.56,conversions_api,1.5,100.57,USD
2026-07-07,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,11387,334,134.49,website_pixel,8.72,624.02,USD
2026-07-07,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,11387,334,134.49,conversions_api,10.96,832.27,USD
2026-07-07,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,57021,826,218.66,website_pixel,6.25,607.16,USD
2026-07-07,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,57021,826,218.66,conversions_api,7.51,736.63,USD
2026-07-07,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,10879,314,112.46,website_pixel,12.66,1178.57,USD
2026-07-07,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,10879,314,112.46,conversions_api,15.08,1248.88,USD
2026-07-07,Volt & Co,23874120558830977,VC | Prospecting | US,US,69968,825,282.86,website_pixel,5.26,289.49,USD
2026-07-07,Volt & Co,23874120558830977,VC | Prospecting | US,US,69968,825,282.86,conversions_api,6.51,358.87,USD
2026-07-07,Volt & Co,23874120558831044,VC | Retargeting | US,US,12631,348,133.2,website_pixel,11.04,693.14,USD
2026-07-07,Volt & Co,23874120558831044,VC | Retargeting | US,US,12631,348,133.2,conversions_api,12.96,698.08,USD
2026-07-08,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,53747,571,177.18,website_pixel,5.11,380.71,USD
2026-07-08,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,53747,571,177.18,conversions_api,5.74,405.9,USD
2026-07-08,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,14464,138,41.78,website_pixel,0.9,62.51,USD
2026-07-08,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,14464,138,41.78,conversions_api,1.12,78.17,USD
2026-07-08,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,12186,357,158.96,website_pixel,12.26,1030.93,USD
2026-07-08,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,12186,357,158.96,conversions_api,14.65,1004.46,USD
2026-07-08,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,80173,1140,316.01,website_pixel,11.35,1163.7,USD
2026-07-08,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,80173,1140,316.01,conversions_api,12.67,1010.46,USD
2026-07-08,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,10427,309,112.07,website_pixel,10.03,918.91,USD
2026-07-08,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,10427,309,112.07,conversions_api,11.72,1160.07,USD
2026-07-08,Volt & Co,23874120558830977,VC | Prospecting | US,US,71946,1071,475.65,website_pixel,7.98,399.46,USD
2026-07-08,Volt & Co,23874120558830977,VC | Prospecting | US,US,71946,1071,475.65,conversions_api,9.48,547.48,USD
2026-07-08,Volt & Co,23874120558831044,VC | Retargeting | US,US,13542,368,173.01,website_pixel,11.43,558.11,USD
2026-07-08,Volt & Co,23874120558831044,VC | Retargeting | US,US,13542,368,173.01,conversions_api,13.62,845.59,USD
2026-07-09,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,58562,749,280.72,website_pixel,5.2,334.38,USD
2026-07-09,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,58562,749,280.72,conversions_api,6.13,425.32,USD
2026-07-09,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,20725,238,64.34,website_pixel,1.34,97.0,USD
2026-07-09,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,20725,238,64.34,conversions_api,1.68,139.84,USD
2026-07-09,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,12717,313,141.1,website_pixel,11.42,841.6,USD
2026-07-09,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,12717,313,141.1,conversions_api,14.4,1214.29,USD
2026-07-09,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,65043,804,226.36,website_pixel,5.03,532.23,USD
2026-07-09,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,65043,804,226.36,conversions_api,6.04,574.86,USD
2026-07-09,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8552,279,107.29,website_pixel,12.87,1397.65,USD
2026-07-09,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8552,279,107.29,conversions_api,14.86,1563.01,USD
2026-07-09,Volt & Co,23874120558830977,VC | Prospecting | US,US,76573,995,381.61,website_pixel,5.98,302.19,USD
2026-07-09,Volt & Co,23874120558830977,VC | Prospecting | US,US,76573,995,381.61,conversions_api,7.38,393.03,USD
2026-07-09,Volt & Co,23874120558831044,VC | Retargeting | US,US,16306,457,215.2,website_pixel,17.28,1061.84,USD
2026-07-09,Volt & Co,23874120558831044,VC | Retargeting | US,US,16306,457,215.2,conversions_api,20.74,1173.63,USD
2026-07-10,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,55377,704,219.41,website_pixel,5.88,409.91,USD
2026-07-10,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,55377,704,219.41,conversions_api,6.61,490.32,USD
2026-07-10,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,20286,212,65.87,website_pixel,1.21,92.47,USD
2026-07-10,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,20286,212,65.87,conversions_api,1.48,105.76,USD
2026-07-10,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10708,322,131.46,website_pixel,11.37,801.27,USD
2026-07-10,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10708,322,131.46,conversions_api,13.22,1008.77,USD
2026-07-10,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,59329,715,180.61,website_pixel,7.62,628.09,USD
2026-07-10,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,59329,715,180.61,conversions_api,8.95,719.28,USD
2026-07-10,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8953,307,109.08,website_pixel,13.9,1426.39,USD
2026-07-10,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8953,307,109.08,conversions_api,16.34,1387.43,USD
2026-07-10,Volt & Co,23874120558830977,VC | Prospecting | US,US,82219,1032,426.8,website_pixel,6.86,369.28,USD
2026-07-10,Volt & Co,23874120558830977,VC | Prospecting | US,US,82219,1032,426.8,conversions_api,8.12,415.74,USD
2026-07-10,Volt & Co,23874120558831044,VC | Retargeting | US,US,14728,405,170.1,website_pixel,16.98,909.91,USD
2026-07-10,Volt & Co,23874120558831044,VC | Retargeting | US,US,14728,405,170.1,conversions_api,19.48,1194.07,USD
2026-07-11,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,38249,419,152.77,website_pixel,2.6,179.93,USD
2026-07-11,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,38249,419,152.77,conversions_api,3.0,208.49,USD
2026-07-11,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,17230,206,58.23,website_pixel,1.61,97.14,USD
2026-07-11,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,17230,206,58.23,conversions_api,1.91,129.55,USD
2026-07-11,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10995,362,155.87,website_pixel,10.72,884.04,USD
2026-07-11,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10995,362,155.87,conversions_api,12.55,1023.02,USD
2026-07-11,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,57503,817,219.47,website_pixel,6.13,602.13,USD
2026-07-11,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,57503,817,219.47,conversions_api,7.82,756.72,USD
2026-07-11,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8289,226,85.03,website_pixel,10.98,1069.4,USD
2026-07-11,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8289,226,85.03,conversions_api,13.03,1316.4,USD
2026-07-11,Volt & Co,23874120558830977,VC | Prospecting | US,US,78568,931,368.25,website_pixel,6.05,313.04,USD
2026-07-11,Volt & Co,23874120558830977,VC | Prospecting | US,US,78568,931,368.25,conversions_api,7.34,433.1,USD
2026-07-11,Volt & Co,23874120558831044,VC | Retargeting | US,US,14555,424,181.64,website_pixel,18.48,1010.62,USD
2026-07-11,Volt & Co,23874120558831044,VC | Retargeting | US,US,14555,424,181.64,conversions_api,22.34,1065.74,USD
2026-07-12,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,48134,628,249.66,website_pixel,4.18,298.86,USD
2026-07-12,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,48134,628,249.66,conversions_api,4.73,362.9,USD
2026-07-12,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,13523,172,54.44,website_pixel,1.25,79.65,USD
2026-07-12,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,13523,172,54.44,conversions_api,1.45,94.25,USD
2026-07-12,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,9075,224,97.38,website_pixel,8.69,683.44,USD
2026-07-12,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,9075,224,97.38,conversions_api,10.61,784.95,USD
2026-07-12,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,54941,720,182.38,website_pixel,7.13,814.32,USD
2026-07-12,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,54941,720,182.38,conversions_api,8.51,812.19,USD
2026-07-12,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,7027,235,88.34,website_pixel,10.25,938.93,USD
2026-07-12,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,7027,235,88.34,conversions_api,11.7,1132.01,USD
2026-07-12,Volt & Co,23874120558830977,VC | Prospecting | US,US,63114,730,279.45,website_pixel,6.39,287.55,USD
2026-07-12,Volt & Co,23874120558830977,VC | Prospecting | US,US,63114,730,279.45,conversions_api,7.54,331.08,USD
2026-07-12,Volt & Co,23874120558831044,VC | Retargeting | US,US,14399,402,168.86,website_pixel,12.28,813.6,USD
2026-07-12,Volt & Co,23874120558831044,VC | Retargeting | US,US,14399,402,168.86,conversions_api,15.43,859.76,USD
2026-07-13,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,55916,679,253.96,website_pixel,5.59,425.43,USD
2026-07-13,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,55916,679,253.96,conversions_api,6.46,487.25,USD
2026-07-13,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,19976,223,75.87,website_pixel,1.4,96.74,USD
2026-07-13,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,19976,223,75.87,conversions_api,1.67,119.87,USD
2026-07-13,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10612,316,128.03,website_pixel,8.65,585.05,USD
2026-07-13,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10612,316,128.03,conversions_api,10.29,646.4,USD
2026-07-13,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,62699,899,251.68,website_pixel,7.85,644.25,USD
2026-07-13,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,62699,899,251.68,conversions_api,10.04,1142.03,USD
2026-07-13,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8064,258,88.41,website_pixel,9.74,1008.12,USD
2026-07-13,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8064,258,88.41,conversions_api,11.86,1178.18,USD
2026-07-13,Volt & Co,23874120558830977,VC | Prospecting | US,US,71237,842,334.54,website_pixel,5.32,349.3,USD
2026-07-13,Volt & Co,23874120558830977,VC | Prospecting | US,US,71237,842,334.54,conversions_api,6.24,368.29,USD
2026-07-13,Volt & Co,23874120558831044,VC | Retargeting | US,US,15297,427,162.38,website_pixel,12.36,660.26,USD
2026-07-13,Volt & Co,23874120558831044,VC | Retargeting | US,US,15297,427,162.38,conversions_api,14.07,759.0,USD
2026-07-14,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,47804,529,164.41,website_pixel,3.93,258.35,USD
2026-07-14,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,47804,529,164.41,conversions_api,4.83,316.14,USD
2026-07-14,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,20381,228,67.54,website_pixel,1.75,117.39,USD
2026-07-14,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,20381,228,67.54,conversions_api,2.09,150.99,USD
2026-07-14,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,11979,343,141.42,website_pixel,10.29,842.19,USD
2026-07-14,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,11979,343,141.42,conversions_api,12.63,1002.59,USD
2026-07-14,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,64977,917,248.39,website_pixel,9.03,936.02,USD
2026-07-14,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,64977,917,248.39,conversions_api,10.4,978.04,USD
2026-07-14,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,10522,327,122.93,website_pixel,13.07,1186.62,USD
2026-07-14,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,10522,327,122.93,conversions_api,15.42,1617.15,USD
2026-07-14,Volt & Co,23874120558830977,VC | Prospecting | US,US,98560,1233,483.26,website_pixel,8.44,506.66,USD
2026-07-14,Volt & Co,23874120558830977,VC | Prospecting | US,US,98560,1233,483.26,conversions_api,10.22,495.68,USD
2026-07-14,Volt & Co,23874120558831044,VC | Retargeting | US,US,13461,330,137.5,website_pixel,8.78,651.81,USD
2026-07-14,Volt & Co,23874120558831044,VC | Retargeting | US,US,13461,330,137.5,conversions_api,10.22,571.02,USD
2026-07-15,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,39835,517,166.84,website_pixel,4.62,307.3,USD
2026-07-15,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,39835,517,166.84,conversions_api,5.56,387.73,USD
2026-07-15,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,20917,234,67.76,website_pixel,1.55,111.2,USD
2026-07-15,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,20917,234,67.76,conversions_api,1.94,109.94,USD
2026-07-15,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10632,327,136.91,website_pixel,12.1,1027.17,USD
2026-07-15,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10632,327,136.91,conversions_api,14.44,1198.92,USD
2026-07-15,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,65030,964,273.95,website_pixel,7.56,748.39,USD
2026-07-15,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,65030,964,273.95,conversions_api,9.45,946.78,USD
2026-07-15,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,10243,289,97.44,website_pixel,11.68,928.79,USD
2026-07-15,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,10243,289,97.44,conversions_api,13.94,1417.36,USD
2026-07-15,Volt & Co,23874120558830977,VC | Prospecting | US,US,59876,714,304.81,website_pixel,6.25,314.29,USD
2026-07-15,Volt & Co,23874120558830977,VC | Prospecting | US,US,59876,714,304.81,conversions_api,7.77,405.76,USD
2026-07-15,Volt & Co,23874120558831044,VC | Retargeting | US,US,17014,459,195.22,website_pixel,18.19,1131.21,USD
2026-07-15,Volt & Co,23874120558831044,VC | Retargeting | US,US,17014,459,195.22,conversions_api,21.95,1085.04,USD
2026-07-16,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,47944,503,158.38,website_pixel,4.3,295.56,USD
2026-07-16,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,47944,503,158.38,conversions_api,5.13,336.96,USD
2026-07-16,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,18873,220,70.54,website_pixel,1.0,70.1,USD
2026-07-16,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,18873,220,70.54,conversions_api,1.23,84.03,USD
2026-07-16,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,11695,346,138.83,website_pixel,11.0,932.03,USD
2026-07-16,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,11695,346,138.83,conversions_api,13.21,930.47,USD
2026-07-16,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,61669,864,258.76,website_pixel,7.5,800.28,USD
2026-07-16,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,61669,864,258.76,conversions_api,8.63,814.62,USD
2026-07-16,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8950,266,94.05,website_pixel,11.39,1142.48,USD
2026-07-16,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8950,266,94.05,conversions_api,13.45,1169.78,USD
2026-07-16,Volt & Co,23874120558830977,VC | Prospecting | US,US,67315,1017,391.69,website_pixel,7.11,380.14,USD
2026-07-16,Volt & Co,23874120558830977,VC | Prospecting | US,US,67315,1017,391.69,conversions_api,8.05,442.8,USD
2026-07-16,Volt & Co,23874120558831044,VC | Retargeting | US,US,14036,384,166.95,website_pixel,10.5,627.03,USD
2026-07-16,Volt & Co,23874120558831044,VC | Retargeting | US,US,14036,384,166.95,conversions_api,12.54,861.91,USD
2026-07-17,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,49413,486,164.15,website_pixel,5.25,342.52,USD
2026-07-17,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,49413,486,164.15,conversions_api,6.06,455.69,USD
2026-07-17,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,17795,181,52.98,website_pixel,1.22,74.51,USD
2026-07-17,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,17795,181,52.98,conversions_api,1.56,107.75,USD
2026-07-17,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10714,321,120.42,website_pixel,11.57,1023.77,USD
2026-07-17,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,10714,321,120.42,conversions_api,14.38,905.37,USD
2026-07-17,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,54732,781,235.44,website_pixel,7.25,689.96,USD
2026-07-17,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,54732,781,235.44,conversions_api,8.46,721.21,USD
2026-07-17,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8683,239,78.34,website_pixel,9.23,933.44,USD
2026-07-17,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,8683,239,78.34,conversions_api,11.44,975.17,USD
2026-07-17,Volt & Co,23874120558830977,VC | Prospecting | US,US,77926,966,413.83,website_pixel,7.77,373.51,USD
2026-07-17,Volt & Co,23874120558830977,VC | Prospecting | US,US,77926,966,413.83,conversions_api,8.86,463.31,USD
2026-07-17,Volt & Co,23874120558831044,VC | Retargeting | US,US,12736,346,149.45,website_pixel,10.02,499.01,USD
2026-07-17,Volt & Co,23874120558831044,VC | Retargeting | US,US,12736,346,149.45,conversions_api,12.47,554.04,USD
2026-07-18,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,37271,474,143.13,website_pixel,3.2,212.74,USD
2026-07-18,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,37271,474,143.13,conversions_api,3.59,263.07,USD
2026-07-18,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,17872,215,57.63,website_pixel,1.4,120.23,USD
2026-07-18,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,17872,215,57.63,conversions_api,1.77,102.65,USD
2026-07-18,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,8550,227,83.32,website_pixel,9.99,723.12,USD
2026-07-18,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,8550,227,83.32,conversions_api,10.94,721.65,USD
2026-07-18,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,40406,547,144.42,website_pixel,4.41,435.51,USD
2026-07-18,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,40406,547,144.42,conversions_api,5.21,510.94,USD
2026-07-18,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,7632,212,79.88,website_pixel,8.37,885.07,USD
2026-07-18,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,7632,212,79.88,conversions_api,9.66,812.08,USD
2026-07-18,Volt & Co,23874120558830977,VC | Prospecting | US,US,54758,664,239.81,website_pixel,5.46,315.13,USD
2026-07-18,Volt & Co,23874120558830977,VC | Prospecting | US,US,54758,664,239.81,conversions_api,6.42,347.08,USD
2026-07-18,Volt & Co,23874120558831044,VC | Retargeting | US,US,12582,387,175.88,website_pixel,13.74,806.1,USD
2026-07-18,Volt & Co,23874120558831044,VC | Retargeting | US,US,12582,387,175.88,conversions_api,15.54,873.89,USD
2026-07-19,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,38353,490,181.03,website_pixel,3.94,224.63,USD
2026-07-19,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,38353,490,181.03,conversions_api,4.48,316.32,USD
2026-07-19,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,16649,179,62.66,website_pixel,1.25,86.47,USD
2026-07-19,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,NL,16649,179,62.66,conversions_api,1.51,83.32,USD
2026-07-19,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,8872,278,108.96,website_pixel,8.94,770.5,USD
2026-07-19,Nordkraft EU,23861094778210633,NK | Retargeting | DPA,DE,8872,278,108.96,conversions_api,10.17,812.88,USD
2026-07-19,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,51000,690,175.81,website_pixel,5.05,450.1,USD
2026-07-19,Aurelia Home,23862331905540102,AH | Advantage+ Shopping,UK,51000,690,175.81,conversions_api,6.25,532.31,USD
2026-07-19,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,6559,204,74.65,website_pixel,9.29,937.38,USD
2026-07-19,Aurelia Home,23862331905540188,AH | Retargeting | UK,UK,6559,204,74.65,conversions_api,11.33,1145.06,USD
2026-07-19,Volt & Co,23874120558830977,VC | Prospecting | US,US,63311,865,355.66,website_pixel,6.61,331.43,USD
2026-07-19,Volt & Co,23874120558830977,VC | Prospecting | US,US,63311,865,355.66,conversions_api,7.94,356.41,USD
2026-07-19,Volt & Co,23874120558831044,VC | Retargeting | US,US,11229,300,121.61,website_pixel,11.06,583.23,USD
2026-07-19,Volt & Co,23874120558831044,VC | Retargeting | US,US,11229,300,121.61,conversions_api,12.62,752.71,USD
2026-07-20,Nordkraft EU,23861094778210411,NK | ABO | Prospecting EU,DE,43612,515,166.64,website_pixel,4.19,327.59,USD
